,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrical_subjectivity,lyrical_polarity,repeated_phrases,minutes,word_count,WPM_approx,artist_past_performance,correct
592,49,2,10,0.485,0.248,-10.566,0.0292,0.8370000000000001,1.52e-05,0.0935,0.188,111.662,247547,0.7410714285714286,0.375,0,4.125783333333334,148,35.87197582681269,0,False
4373,45,1,12,0.6890000000000001,0.885,-5.043,0.069,0.00268,0.00011,0.37,0.762,130.102,279627,0.5111111111111111,0.2881944444444445,0,4.66045,207,44.416311729554,8,False
131,53,3,23,0.293,0.46,-6.992000000000001,0.0335,0.14,0.0,0.0779,0.191,97.635,480547,0.8314685314685314,0.0979020979020979,6,8.009116666666667,440,54.93739426112326,0,False
1869,78,3,23,0.609,0.445,-9.129,0.106,0.603,6.77e-06,0.104,0.166,118.393,228707,0.5128826530612244,0.1130681818181818,0,3.8117833333333335,262,68.73423200863988,1,False
3386,60,2,3,0.742,0.8640000000000001,-5.06,0.0976,0.00141,0.0046700000000000005,0.241,0.727,125.032,169935,0.5859243697478992,0.048949579831932766,0,2.83225,365,128.87280430752935,0,False
5719,47,4,20,0.542,0.941,-2.225,0.062,0.052000000000000005,0.000191,0.056,0.445,82.37100000000002,243160,0.5,0.36,0,4.052666666666667,201,49.596973186379344,2,False
624,51,0,16,0.765,0.657,-4.9460000000000015,0.0401,0.0102,0.0,0.194,0.763,116.985,158960,0.6599999999999999,0.0725,0,2.6493333333333333,248,93.60845495722195,0,False
2164,69,4,8,0.5710000000000001,0.7390000000000001,-6.11,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,0.534515873015873,0.13112698412698404,0,3.687116666666667,744,201.78368824781785,0,False
93,1,2,10,0.701,0.852,-4.908,0.0339,0.423,0.00474,0.202,0.433,104.988,189267,0.4947916666666667,-0.09479166666666666,3,3.15445,506,160.40831206707986,0,False
2862,3,1,22,0.6659999999999999,0.618,-7.556,0.219,0.6659999999999999,0.0,0.0745,0.34700000000000003,115.952,153621,0.4060897435897437,0.02371794871794872,0,2.56035,271,105.84490401702892,0,False
5483,11,5,0,0.436,0.657,-8.868,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640,0.4454545454545453,-0.040909090909090916,3,7.794,470,60.302797023351296,0,False
3154,8,3,9,0.466,0.659,-6.077000000000001,0.115,0.00282,0.0,0.273,0.36,186.169,187787,0.6946428571428571,0.03379574970484061,4,3.129783333333333,403,128.76290691048902,1,False
2669,1,5,2,0.696,0.514,-7.899,0.0252,0.654,4.31e-06,0.318,0.682,87.15899999999998,251587,0.15714285714285714,0.030952380952380943,0,4.193116666666667,165,39.35020489929925,0,False
476,0,1,22,0.743,0.8,-6.037000000000001,0.0559,0.0296,0.113,0.0715,0.345,117.023,274793,0.3163333333333332,0.1995,0,4.579883333333333,203,44.32427318017562,0,False
5163,62,5,0,0.7290000000000001,0.818,-9.992,0.0732,0.157,0.285,0.195,0.907,125.811,267000,0.6016025641025641,-0.04455128205128204,9,4.45,602,135.28089887640448,0,False
6747,41,3,13,0.741,0.4370000000000001,-8.19,0.0314,0.0367,0.00184,0.0496,0.5329999999999999,129.89600000000002,248240,0.2743055555555556,-0.06909722222222223,0,4.137333333333333,188,45.43989687399291,1,False
3922,54,2,10,0.594,0.804,-3.3110000000000004,0.0378,0.221,0.0,0.12,0.326,115.941,256552,0.4653846153846154,0.11703296703296705,12,4.2758666666666665,554,129.56437681249807,2,False
487,37,2,5,0.6579999999999999,0.7140000000000001,-4.84,0.18,0.00458,0.00725,0.0914,0.8290000000000001,97.104,196280,0.3326923076923077,-0.0641025641025641,8,3.271333333333333,229,70.00203790503363,0,False
1375,45,2,5,0.35700000000000004,0.544,-10.399,0.0371,0.0159,0.784,0.0639,0.146,114.957,376721,0.7673469387755103,0.2448979591836735,0,6.2786833333333325,151,24.049628239466344,0,False
7056,66,5,2,0.5579999999999999,0.5529999999999999,-6.669,0.0323,0.4920000000000001,0.0,0.116,0.251,134.263,291358,0.6541005291005291,0.22169312169312166,0,4.855966666666666,276,56.837292952312964,0,False
334,70,5,2,0.573,0.6829999999999999,-6.644,0.17600000000000002,0.461,0.0,0.0935,0.8170000000000001,169.519,142787,0.7253658536585365,0.17267553584626744,0,2.379783333333333,329,138.2478797089371,1,False
4519,28,2,5,0.672,0.778,-9.597,0.0276,0.0216,3.01e-06,0.0291,0.65,120.874,243720,0.4262820512820512,0.3005494505494505,2,4.062,273,67.2082717872969,0,False
6008,63,5,0,0.757,0.868,-9.326,0.062,0.411,0.00221,0.355,0.815,138.923,199200,0.5139143990929704,0.024202097505668943,0,3.32,484,145.7831325301205,0,False
6255,20,0,18,0.529,0.995,-3.228,0.045,0.000969,0.537,0.35100000000000003,0.235,128.02100000000002,178125,0.0,0.0,0,2.96875,10,3.3684210526315788,0,False
1144,11,0,18,0.595,0.805,-5.941,0.0517,0.00676,0.000263,0.0494,0.18,123.997,249798,0.4888888888888889,-0.06410818713450295,0,4.1633,237,56.925996204933604,0,False
3442,69,4,8,0.546,0.667,-5.2360000000000015,0.274,0.0152,0.0,0.0895,0.471,87.666,269693,0.5964557664557664,0.1318364968364968,0,4.494883333333333,875,194.6657866537137,0,False
4240,0,0,4,0.599,0.986,-2.54,0.0781,0.047,0.726,0.272,0.308,127.964,331992,0.5062499999999999,0.2875,4,5.5332,200,36.145449287934646,0,False
7093,56,5,0,0.299,0.787,-7.93,0.069,0.14,0.0,0.292,0.716,94.798,198867,0.5285714285714285,-0.3857142857142858,14,3.31445,843,254.34084086349168,0,False
2651,11,4,20,0.919,0.657,-2.823,0.0907,0.00293,0.0,0.35600000000000004,0.659,112.23,291213,0.4157871326905415,-0.07602301423324148,22,4.85355,1508,310.7004151600375,5,False
3896,45,5,2,0.515,0.815,-5.051,0.0428,0.0439,2.95e-05,0.0814,0.48,146.995,209293,0.4752136752136752,0.17606837606837605,0,3.4882166666666667,203,58.19592628516003,1,False
3388,0,4,6,0.61,0.746,-6.384,0.29100000000000004,0.362,0.0,0.191,0.677,96.098,245013,0.4507515632515632,0.07592592592592591,3,4.08355,722,176.80694493761555,0,False
842,20,1,22,0.633,0.841,-4.434,0.0558,0.011,0.0144,0.152,0.547,120.85,200253,0.3540000000000001,-0.006,7,3.33755,279,83.59425326961393,0,False
7235,60,3,23,0.5539999999999999,0.642,-6.6370000000000005,0.0306,0.047,0.0,0.121,0.228,128.039,200881,0.5604395604395604,0.17087912087912088,0,3.348016666666666,265,79.15133835454822,0,False
1488,23,2,10,0.63,0.459,-9.965,0.0349,0.0877,0.495,0.0985,0.0719,119.985,192000,0.0,0.0,1,3.2,91,28.4375,0,False
1193,62,4,20,0.787,0.388,-9.429,0.114,0.33,4.63e-05,0.0994,0.494,142.0,177723,0.6546944444444446,-0.4550277777777778,6,2.96205,460,155.2978511503857,0,False
3210,21,3,13,0.727,0.38,-7.88,0.0455,0.0526,0.0,0.14400000000000002,0.431,105.736,287427,0.5451058201058201,0.2539021164021164,0,4.79045,265,55.318393887839356,0,False
3944,71,2,17,0.708,0.647,-6.127999999999999,0.0298,0.117,0.0,0.111,0.654,129.95,213747,0.6839145658263305,0.3060714285714285,0,3.56245,371,104.1418125166669,0,False
5364,69,5,2,0.282,0.6559999999999999,-6.557,0.0302,0.0105,0.0,0.0892,0.242,139.352,251867,0.5419312169312169,-0.057142857142857134,1,4.197783333333334,444,105.77010882727787,0,False
3153,73,3,9,0.5720000000000001,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,0.3662962962962963,0.15132275132275133,3,3.5818666666666665,584,163.04347826086956,1,False
1057,68,4,8,0.8909999999999999,0.439,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,0.3850918405266232,-0.02683216541912193,6,3.73755,1104,295.3806638038287,0,False
3027,53,3,14,0.685,0.62,-6.665,0.0406,0.19,0.0,0.158,0.3720000000000001,82.52,304733,0.4592105263157895,0.04802631578947367,0,5.078883333333334,878,172.87264589000858,0,False
5553,2,5,7,0.32299999999999995,0.879,-7.2570000000000014,0.114,0.00305,0.0043100000000000005,0.1,0.522,155.588,353667,0.4191666666666666,0.1,0,5.89445,144,24.4297601981525,6,False
4038,17,5,7,0.229,0.46,-11.083,0.0349,0.00173,9.66e-06,0.0469,0.384,123.261,214906,0.3773148148148148,0.12962962962962965,0,3.5817666666666668,262,73.1482601695625,12,False
5020,67,3,23,0.448,0.263,-11.98,0.0373,0.8240000000000001,1.91e-06,0.106,0.451,109.889,241371,0.21985294117647056,-0.0463235294117647,2,4.02285,337,83.77145556011286,1,False
3973,43,3,13,0.622,0.5720000000000001,-9.16,0.153,0.384,1.17e-05,0.523,0.342,96.073,278067,0.5227272727272727,0.4863636363636363,2,4.63445,236,50.922978994271155,0,False
4983,62,2,10,0.551,0.742,-5.216,0.0724,0.0624,0.000221,0.0673,0.614,160.08100000000005,204089,0.4811447811447812,-0.10563973063973063,0,3.401483333333333,393,115.53782908437006,0,False
2753,46,2,10,0.77,0.645,-11.918,0.066,0.0015,0.6729999999999999,0.109,0.399,120.013,194000,0.5757575757575758,0.05606060606060607,0,3.2333333333333334,169,52.2680412371134,0,False
2897,44,0,16,0.7040000000000001,0.672,-7.358,0.127,0.443,0.0,0.106,0.6779999999999999,93.992,163404,0.4179942279942279,0.11728715728715727,1,2.7234,430,157.89087170448704,0,False
4275,50,2,10,0.643,0.84,-3.423,0.031,0.00212,0.0,0.391,0.35600000000000004,105.027,205812,0.7509803921568627,-0.07647058823529414,0,3.4302,276,80.46178065418925,0,False
1149,54,5,15,0.4970000000000001,0.59,-11.203,0.0296,0.139,7.11e-06,0.378,0.969,142.02700000000004,137480,0.5801473922902495,0.128015873015873,0,2.291333333333333,215,93.83183008437591,0,False
2523,3,4,6,0.865,0.877,-2.437,0.14800000000000002,0.12,2.07e-06,0.0808,0.7829999999999999,95.329,222467,0.44707429322813935,-0.12953648915187374,8,3.707783333333333,747,201.46808290667832,0,False
1608,46,2,10,0.684,0.58,-9.947,0.14800000000000002,0.000479,0.000216,0.113,0.212,123.954,194093,0.6576510721247559,-0.3004873294346977,0,3.2348833333333333,452,139.72683198260629,0,False
5552,67,3,23,0.342,0.2,-13.569,0.0324,0.134,0.000153,0.341,0.0743,133.113,286653,0.5979797979797981,0.15328282828282827,8,4.77755,239,50.02564075729192,0,False
4369,66,4,8,0.725,0.64,-7.905,0.332,0.0278,0.0,0.099,0.915,166.02900000000002,240027,0.6150684931506838,0.328424657534245,33,4.00045,1540,384.95669237210814,0,False
6538,51,5,2,0.568,0.898,-8.833,0.0862,0.0285,0.0787,0.484,0.833,110.824,301520,0.5040935672514619,0.054970760233918135,0,5.025333333333333,211,41.98726452639958,0,False
518,37,0,4,0.812,0.8270000000000001,-5.251,0.0659,0.0114,4.53e-06,0.0776,0.899,115.006,200559,0.6819138321995463,-0.1980192743764172,0,3.34265,323,96.62991937534588,0,False
3194,52,1,22,0.6990000000000001,0.885,-6.605,0.0637,0.0455,0.0199,0.257,0.248,122.012,174946,0.3435185185185185,-0.08240740740740743,1,2.915766666666667,157,53.84518651469596,0,False
2470,21,3,9,0.479,0.419,-6.517,0.0389,0.568,0.000217,0.11,0.18600000000000005,85.014,172724,0.5148148148148147,0.15962962962962965,0,2.8787333333333334,167,58.01162548343022,0,False
6106,0,5,7,0.478,0.996,-2.9960000000000004,0.188,1.4e-05,0.0,0.304,0.116,75.959,230748,0.6333333333333333,-0.1534090909090909,1,3.8458,318,82.6876072598679,0,False
5273,81,2,3,0.46,0.8,-3.584,0.05,0.289,6.16e-06,0.121,0.5529999999999999,102.46,220396,0.5663308913308911,-0.3738400488400487,11,3.6732666666666662,566,154.08628105773244,11,False
1677,37,2,10,0.8140000000000001,0.382,-8.75,0.282,0.556,0.0395,0.1,0.278,79.03,186457,0.4070029239766082,0.0022076023391812928,0,3.1076166666666665,315,101.36385332811321,0,False
1554,7,5,0,0.488,0.595,-9.074,0.0533,0.0421,0.000465,0.14300000000000002,0.732,128.013,235467,0.6374338624338624,0.044420394420394416,0,3.92445,85,21.65908598657137,1,False
2609,24,2,3,0.76,0.459,-11.484000000000002,0.158,0.0828,0.0,0.181,0.188,104.964,195857,0.4019480519480519,0.2898268398268398,8,3.264283333333333,544,166.65220032983248,0,False
5371,64,5,2,0.765,0.502,-7.393,0.0321,0.119,0.0011,0.171,0.836,144.204,289440,0.5597222222222222,0.00017361111111110702,0,4.824,215,44.56882255389719,3,False
2585,1,5,0,0.498,0.62,-9.435,0.024,0.32,0.00628,0.0411,0.8959999999999999,100.768,169552,0.6964285714285714,0.5571428571428572,0,2.8258666666666667,217,76.7906011135227,0,False
3383,61,2,3,0.735,0.787,-6.166,0.061,0.0419,0.0,0.136,0.469,124.004,196640,0.4530864197530864,0.16496913580246916,0,3.277333333333333,275,83.90968266883645,0,False
2345,62,5,0,0.333,0.695,-5.1160000000000005,0.0465,0.3720000000000001,7.13e-06,0.107,0.317,203.753,229347,0.6055555555555554,0.44722222222222224,2,3.82245,234,61.217282109641715,0,False
5039,30,3,14,0.8109999999999999,0.7709999999999999,-7.56,0.0407,0.0535,0.0,0.345,0.745,96.778,296000,0.5154244306418219,0.2658902691511387,6,4.933333333333334,383,77.63513513513513,2,False
3671,54,2,17,0.532,0.807,-4.301,0.057,0.0584,0.0,0.114,0.759,87.18299999999998,217440,0.6102272727272727,0.2231060606060606,0,3.6239999999999997,312,86.09271523178808,0,False
1563,54,5,7,0.5670000000000001,0.867,-11.541,0.0484,0.00384,0.08800000000000001,0.112,0.535,146.00799999999995,194107,0.5614285714285715,0.3771428571428572,1,3.235116666666667,242,74.80410289170406,0,False
3529,8,5,2,0.32299999999999995,0.8390000000000001,-7.35,0.0503,0.315,0.000313,0.348,0.5429999999999999,136.232,227627,0.44404761904761897,0.09196428571428572,3,3.793783333333333,442,116.50638983951816,0,False
2598,41,0,16,0.467,0.708,-5.252000000000002,0.0842,0.0329,0.0,0.104,0.496,200.001,179000,0.4125,0.1,0,2.9833333333333334,318,106.59217877094973,0,False
6742,60,2,3,0.483,0.695,-5.4929999999999986,0.0313,0.00461,0.000661,0.102,0.294,126.212,295333,0.4788194444444445,0.1871527777777778,1,4.9222166666666665,470,95.48543508514118,0,False
7331,16,5,7,0.5670000000000001,0.687,-10.536,0.0435,0.29,0.426,0.121,0.625,99.93,267480,0.5301587301587302,0.057936507936507925,0,4.458,142,31.852848811126066,2,False
798,44,2,10,0.623,0.852,-6.004,0.0441,0.0124,0.0,0.129,0.789,108.007,207778,0.5399999999999999,0.03625,0,3.4629666666666665,334,96.44909470685059,0,False
88,0,0,4,0.778,0.919,-2.866,0.0658,0.00349,0.547,0.162,0.237,127.983,245625,0.0,-0.28125,9,4.09375,262,64.0,0,False
6759,0,0,18,0.6579999999999999,0.634,-6.256,0.0373,0.0929,0.00403,0.108,0.653,112.053,230364,0.5837662337662342,0.4220779220779221,3,3.8394,235,61.20748033546909,0,False
2024,42,0,1,0.446,0.899,-3.715,0.0868,0.0231,0.000878,0.237,0.301,127.962,189727,0.4426984126984127,-0.04507936507936509,4,3.1621166666666665,292,92.3432089265102,0,False
2997,69,2,5,0.6629999999999999,0.6659999999999999,-5.441,0.125,0.583,3.85e-06,0.222,0.605,159.983,147021,0.5730837789661319,0.2336898395721925,0,2.45035,271,110.59644540575836,0,False
4013,66,5,15,0.665,0.6729999999999999,-7.95,0.0493,0.259,7.62e-06,0.4970000000000001,0.779,132.642,322549,0.6289246467817896,0.1577708006279435,1,5.375816666666666,280,52.08510954924679,1,False
4866,76,4,8,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.8029999999999999,140.141,221933,0.4588280766852195,0.03312461348175634,26,3.698883333333333,1458,394.173016180559,0,False
2063,47,2,10,0.736,0.421,-9.469,0.05,0.396,0.00262,0.0875,0.496,75.013,271800,0.21904761904761905,0.11803410553410555,0,4.53,258,56.95364238410595,0,False
2304,81,2,5,0.638,0.7170000000000001,-4.722,0.0337,0.34600000000000003,0.0,0.105,0.249,100.027,180000,0.8038819875776398,0.5517080745341619,0,3.0,592,197.33333333333331,0,False
2031,78,3,13,0.799,0.301,-11.361,0.185,0.195,0.0,0.0816,0.511,100.026,186587,0.6916666666666668,0.4222222222222223,0,3.109783333333333,313,100.65009888148693,0,False
3491,64,4,6,0.821,0.703,-8.464,0.24,0.192,0.0,0.0816,0.536,105.154,203627,0.5926513815402701,-0.19203342953342944,9,3.3937833333333334,761,224.2335250236953,0,False
73,0,0,18,0.693,0.6779999999999999,-7.741,0.139,0.489,6.05e-05,0.0453,0.555,105.091,211005,0.5857260435038213,0.2505333760889317,3,3.51675,385,109.476078765906,0,False
548,3,2,10,0.698,0.909,-2.713,0.0336,0.453,0.00867,0.0966,0.439,121.987,180984,0.7857142857142857,-0.17142857142857146,0,3.0164,132,43.76077443309906,0,False
5563,54,5,15,0.623,0.6679999999999999,-7.551,0.0324,0.135,0.225,0.106,0.14,139.989,276760,0.5042410714285714,0.1464285714285714,0,4.612666666666667,398,86.28414510767452,0,False
2404,65,2,10,0.57,0.7979999999999999,-4.92,0.0323,0.102,0.000128,0.17800000000000002,0.6709999999999999,103.303,171333,0.4579016768671942,0.07470766781111607,1,2.85555,345,120.81735567578924,0,False
6030,78,2,17,0.723,0.504,-5.572,0.0392,0.388,7.4e-05,0.087,0.551,133.975,218893,0.4799999999999998,0.16555555555555534,0,3.648216666666667,360,98.67834969597016,0,False
3950,59,2,17,0.5710000000000001,0.89,-1.6,0.0395,0.00509,0.0,0.0769,0.7509999999999999,110.958,234147,0.40466666666666656,0.054000000000000006,4,3.90245,688,176.29950415764458,0,False
6034,0,2,5,0.72,0.828,-5.615,0.028,0.225,0.000172,0.0602,0.44,120.141,317760,0.39944444444444455,0.2072222222222222,1,5.296,346,65.33232628398791,0,False
1046,24,5,2,0.309,0.93,-6.399,0.125,0.0192,0.0022,0.106,0.376,195.815,280000,0.5855902777777777,-0.13665660511363634,0,4.666666666666667,340,72.85714285714283,5,False
4743,60,2,17,0.407,0.955,-4.164,0.16399999999999998,0.0251,0.0,0.34700000000000003,0.508,177.48,201107,0.48854761904761895,0.2081309523809524,0,3.351783333333333,378,112.7757860243552,1,False
6712,81,2,17,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945,201240,0.5370659722222222,0.1707465277777778,0,3.3539999999999996,445,132.67740011926057,10,False
937,47,3,13,0.626,0.417,-8.216000000000001,0.146,0.18,0.000164,0.111,0.209,173.62900000000005,277667,0.6548626373626374,0.1160164835164835,0,4.627783333333333,341,73.68538573182984,0,False
4231,36,0,16,0.721,0.933,-4.249,0.17,0.0195,0.000365,0.0558,0.182,125.012,384493,0.44636782572266426,0.2095601173020528,2,6.408216666666666,345,53.837130975076285,0,False
3433,2,0,1,0.521,0.728,-5.005,0.0501,0.0352,1.53e-05,0.7829999999999999,0.32,128.07,185640,0.4,-0.2,0,3.094,153,49.45054945054945,4,False
3176,67,4,20,0.7440000000000001,0.334,-11.314,0.0757,0.327,0.0,0.116,0.27,119.976,319973,0.5238403880070548,-0.04011022927689594,2,5.332883333333333,697,130.69852768827369,0,False
3000,38,2,10,0.521,0.363,-12.249,0.0287,0.564,0.00223,0.0918,0.156,104.892,204629,0.6243506493506495,0.2523809523809524,0,3.410483333333333,179,52.4852293663166,0,False
478,9,2,5,0.561,0.674,-4.882,0.0818,0.118,0.0,0.111,0.383,148.127,208733,0.7389705882352942,0.2683823529411765,0,3.478883333333333,328,94.28312724868613,1,False
1921,42,2,5,0.431,0.458,-11.147,0.0481,0.284,0.479,0.107,0.132,180.013,294093,0.915,-0.045,5,4.90155,344,70.18188124164803,0,False
550,53,0,4,0.628,0.8,-7.394,0.0691,0.0737,0.455,0.203,0.35200000000000004,119.943,244000,0.0,0.0,0,4.066666666666666,18,4.426229508196721,0,False
3620,26,3,13,0.581,0.623,-5.9979999999999976,0.261,0.0872,0.0,0.126,0.282,129.049,201446,0.669326923076923,0.15727564102564098,0,3.3574333333333333,382,113.77738947410224,0,False
1074,83,2,17,0.6970000000000001,0.6829999999999999,-2.881,0.117,0.0372,0.0,0.13699999999999998,0.603,96.133,186987,0.4375000000000002,0.3138157894736843,11,3.11645,1221,391.7919427553787,0,False
6078,54,1,11,0.7040000000000001,0.836,-4.619,0.0283,0.00388,0.0,0.16,0.5529999999999999,129.989,220160,0.4468975468975467,0.37056277056277054,2,3.669333333333333,423,115.27979651162792,4,False
3295,60,3,13,0.474,0.28300000000000003,-8.25,0.14300000000000002,0.688,5.55e-06,0.087,0.4370000000000001,80.336,228571,0.3280864197530864,0.17901234567901236,0,3.809516666666666,405,106.31269933631123,0,False
7094,79,5,0,0.388,0.338,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,177.78400000000005,303373,0.4251063751063751,0.047859547859547866,0,5.056216666666667,582,115.10582682044875,3,False
6772,64,3,9,0.816,0.464,-13.297,0.034,0.0498,0.201,0.106,0.963,89.571,173954,0.5814814814814814,0.1203703703703704,0,2.8992333333333336,124,42.76992768203088,0,False
701,52,0,18,0.626,0.925,-5.254,0.27,0.000797,0.599,0.348,0.13699999999999998,127.991,174261,0.0,0.0,0,2.90435,35,12.050889183466179,0,False
4250,54,3,14,0.701,0.515,-6.551,0.0988,0.00843,0.025,0.0772,0.5489999999999999,197.768,302760,0.47946969696969705,0.17034090909090913,0,5.046,248,49.14783987316686,4,False
4442,70,5,0,0.6990000000000001,0.502,-12.526,0.0278,0.0607,0.0337,0.317,0.6759999999999999,105.266,221640,0.3111111111111111,-0.25277777777777777,3,3.694,222,60.0974553329724,0,False
549,63,1,11,0.705,0.78,-6.267,0.0805,0.456,0.00152,0.115,0.457,142.028,218228,0.4649305555555555,0.30795355902777777,15,3.637133333333333,644,177.06252176622615,1,False
1020,3,0,1,0.654,0.8220000000000001,-4.556,0.0396,0.0125,1.74e-06,0.134,0.478,127.94,210938,0.5058823529411766,-0.05374331550802141,0,3.515633333333333,422,120.03527102750573,0,False
1565,50,0,16,0.7829999999999999,0.7709999999999999,-4.029,0.114,0.0651,0.000136,0.274,0.598,103.011,184173,0.75,0.3104166666666666,4,3.06955,420,136.82787379257545,0,False
7166,47,3,13,0.738,0.382,-11.799,0.0765,0.0417,0.0267,0.116,0.636,83.126,225800,0.4481481481481481,0.1528935185185185,0,3.763333333333333,184,48.89282550930026,5,False
3412,8,3,9,0.779,0.365,-11.394,0.0361,0.885,0.00175,0.0992,0.445,105.891,180867,0.2893939393939394,0.032828282828282825,0,3.01445,241,79.94824926603526,0,False
5292,0,2,10,0.747,0.785,-5.15,0.0634,0.01,0.187,0.0669,0.777,121.007,310253,0.6900000000000001,0.28500000000000003,14,5.170883333333333,494,95.53493439225409,2,False
346,45,0,16,0.527,0.845,-3.721,0.121,0.0335,0.000127,0.14400000000000002,0.5539999999999999,128.023,214326,0.5634920634920635,-0.2015873015873015,4,3.5721,638,178.60642199266542,2,False
5806,50,3,23,0.8029999999999999,0.452,-9.106,0.0382,0.0023,0.0,0.0743,0.197,99.993,259173,0.3885154061624651,0.12650560224089633,3,4.31955,486,112.51171997083031,0,False
1543,4,3,13,0.4370000000000001,0.583,-9.841,0.177,0.251,0.000162,0.25,0.365,76.583,238827,0.6782175032175034,0.4506274131274132,0,3.98045,317,79.63923676971197,5,False
6721,80,5,15,0.419,0.934,-3.908,0.12,0.000278,0.0015,0.132,0.28600000000000003,127.288,210240,0.5,-0.458740234375,3,3.5039999999999996,528,150.6849315068493,0,False
5820,49,5,15,0.73,0.65,-8.142000000000001,0.0354,0.00243,0.0245,0.0445,0.748,120.038,280973,0.6652777777777777,-0.125,0,4.682883333333334,98,20.92727770995789,3,False
3185,72,2,17,0.447,0.6940000000000001,-4.637,0.382,0.0293,5.46e-06,0.16699999999999998,0.509,175.868,227853,0.2139784946236559,0.028225806451612906,3,3.79755,546,143.77690879646087,2,False
4938,52,4,20,0.598,0.742,-5.59,0.0271,0.00935,2.13e-06,0.0968,0.349,129.984,242112,0.3851307189542484,-0.024836601307189544,0,4.0352,287,71.12410785091198,3,False
4704,46,0,1,0.539,0.715,-3.809,0.0377,0.289,0.0,0.348,0.496,128.07299999999998,191611,0.6037566137566136,0.3848677248677249,4,3.1935166666666666,267,83.60689104487739,4,False
4581,77,5,2,0.453,0.906,-4.001,0.115,0.361,0.0005690000000000001,0.26,0.473,137.575,296200,0.7590909090909089,-0.3412448347107437,7,4.9366666666666665,382,77.38014854827819,0,False
6410,54,4,6,0.853,0.8759999999999999,-3.415,0.131,0.0426,0.00202,0.0548,0.845,99.236,246667,0.5394262566137568,0.1315261994949495,4,4.111116666666667,803,195.32406037289138,2,False
2221,12,5,7,0.298,0.825,-8.052999999999999,0.0408,0.00541,1.46e-05,0.44,0.54,75.592,341160,0.4809523809523811,0.04613095238095237,0,5.686,208,36.58107632782272,0,False
6801,65,2,5,0.615,0.564,-6.384,0.0291,0.0105,0.0,0.14800000000000002,0.454,103.006,224773,0.5555974842767295,0.03874213836477993,3,3.7462166666666654,423,112.91391759686441,8,False
1755,4,5,7,0.272,0.735,-5.416,0.0459,0.00533,0.000648,0.122,0.158,137.173,231800,0.4616161616161616,0.11138659320477498,0,3.863333333333333,159,41.15616911130285,0,False
1928,61,2,17,0.667,0.659,-4.932,0.0298,0.113,0.0,0.325,0.575,89.12799999999999,203440,0.4834656084656084,-0.11600529100529101,0,3.3906666666666667,365,107.6484467164766,0,False
373,49,0,18,0.679,0.8059999999999999,-5.048,0.0666,0.00674,5.4299999999999985e-05,0.13699999999999998,0.259,126.073,211548,0.4849206349206349,0.12936507936507935,1,3.5258,193,54.73934993476658,0,False
2487,46,2,10,0.6829999999999999,0.747,-4.82,0.0335,0.0335,0.00273,0.11,0.35600000000000004,107.02,193488,0.5833333333333335,0.15198412698412694,0,3.2248,233,72.25254279335152,0,False
6642,53,2,17,0.632,0.784,-7.457000000000002,0.0393,0.000157,3.6e-05,0.037000000000000005,0.278,100.019,203344,0.6259999999999998,0.51,2,3.3890666666666664,325,95.89660870249428,0,False
1385,62,2,3,0.835,0.481,-7.188,0.387,0.0308,0.0005009999999999999,0.0896,0.34,139.58100000000002,201000,0.7230303030303028,0.28,0,3.35,402,120.0,0,False
7346,67,2,17,0.35700000000000004,0.653,-5.5539999999999985,0.0654,0.0828,0.0,0.0844,0.522,176.64700000000005,259800,0.4672514619883042,0.14970760233918126,7,4.33,674,155.6581986143187,2,False
3534,48,3,9,0.637,0.722,-4.016,0.0292,0.114,0.0644,0.0742,0.302,130.632,153415,0.5075757575757577,0.12247474747474756,0,2.5569166666666665,238,93.08085910764922,0,False
2543,51,3,23,0.62,0.402,-12.964,0.0264,0.337,6.13e-05,0.312,0.483,92.093,290840,0.7895833333333334,0.5098484848484848,0,4.847333333333333,278,57.35112089121165,0,False
5255,46,3,23,0.73,0.7559999999999999,-7.508999999999999,0.0492,0.0469,0.00333,0.235,0.8270000000000001,123.604,259560,0.4514814814814816,0.1647222222222222,6,4.3260000000000005,786,181.6920943134536,0,False
1694,11,5,15,0.505,0.4270000000000001,-13.217,0.0278,0.0897,0.0005610000000000001,0.0802,0.477,105.816,175813,0.475,-0.20625,0,2.9302166666666665,114,38.90497289733979,0,False
5111,74,2,5,0.841,0.639,-6.0520000000000005,0.0688,0.0156,0.0654,0.0545,0.675,99.002,241875,0.43333333333333335,-0.2,18,4.03125,366,90.7906976744186,0,False
921,0,4,6,0.889,0.768,-9.148,0.131,0.128,0.0,0.0769,0.8079999999999999,104.653,241480,0.5298180410375529,0.1168296202442544,2,4.024666666666667,1122,278.7808514162664,0,False
