,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Hit or Not,lyrical_subjectivity,lyrical_polarity,repeated_phrases,minutes,word_count,WPM_approx,artist_past_performance
8179,47,5,2,0.594,0.866,-4.7410000000000005,0.0828,0.0315,0.000586,0.08,0.856,160.025,172221,0,0.4775462962962962,0.004398148148148138,21,2.87035,704,245.26625672827353,0
14684,66,4,20,0.264,0.78,-2.741,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,0,0.55625,-1.214306433183765e-17,3,4.67445,528,112.95446523120368,0
9712,16,3,14,0.8,0.66,-11.164000000000001,0.0568,0.0637,0.0105,0.0352,0.5760000000000001,112.59200000000001,267173,0,0.5858134920634921,0.2344929954304954,0,4.452883333333333,217,48.73246922406082,0
13393,60,3,14,0.698,0.5329999999999999,-6.246,0.0437,0.542,0.0,0.33299999999999996,0.275,134.001,273440,0,0.5394132653061224,0.0938775510204082,1,4.557333333333333,403,88.42890579286133,3
11336,71,0,16,0.75,0.40399999999999997,-10.177999999999999,0.0682,0.21600000000000005,0.000357,0.0911,0.0499,95.045,232253,0,0.6298245614035086,0.01403508771929823,2,3.8708833333333335,510,131.7528729445906,10
6631,77,1,11,0.392,0.37,-10.888,0.0298,0.205,0.0096,0.0821,0.512,48.718,293293,0,0.5326000000000001,0.3177333333333333,0,4.888216666666667,376,76.91966736335338,0
9332,21,2,5,0.633,0.546,-13.437000000000001,0.0314,0.4920000000000001,0.0168,0.191,0.5660000000000001,129.66299999999998,358520,0,0.8666666666666667,-0.2083333333333333,7,5.9753333333333325,198,33.136226709806984,0
297,0,5,2,0.322,0.601,-10.699000000000002,0.0357,0.638,0.593,0.0813,0.664,97.654,316893,0,0.547260101010101,0.16683080808080808,0,5.28155,185,35.02759606554894,0
11187,3,4,6,0.938,0.48700000000000004,-3.489,0.244,0.188,0.0,0.0985,0.511,97.565,206573,0,0.3957765151515151,0.047462121212121205,0,3.442883333333333,568,164.97799809268398,0
3095,38,5,15,0.612,0.845,-5.565,0.0352,0.00224,0.00168,0.5820000000000001,0.769,139.514,249107,0,0.5344444444444445,0.4481818181818182,1,4.151783333333333,211,50.82153452131012,0
5893,13,2,10,0.7240000000000001,0.628,-4.218999999999999,0.0962,0.409,0.0,0.105,0.524,99.898,181880,0,0.3972689075630252,0.20315126050420165,0,3.031333333333333,276,91.04904332526941,0
4831,64,3,9,0.764,0.648,-6.638999999999999,0.20600000000000002,0.0563,0.0,0.414,0.391,90.1,278720,0,0.527354931043456,0.28332032266458496,3,4.645333333333333,719,154.77898966704936,5
6635,74,3,23,0.503,0.5920000000000001,-5.922999999999999,0.444,0.0181,0.00014,0.16899999999999998,0.344,201.85,231618,0,0.4808080808080809,0.027272727272727268,1,3.8603,516,133.66836774343963,0
3518,62,4,6,0.6990000000000001,0.489,-9.461,0.0388,0.365,4.2e-05,0.132,0.0739,134.017,214925,0,0.4709340659340661,-0.05153846153846153,0,3.5820833333333333,278,77.60846807025706,0
1998,53,5,15,0.67,0.512,-14.62,0.0335,7.929999999999999e-05,0.0985,0.105,0.965,125.18,250707,0,0.3,0.4,0,4.17845,154,36.85577187713147,0
12125,38,5,7,0.515,0.997,-1.959,0.11199999999999999,0.00067,3.07e-06,0.373,0.461,104.01899999999999,196587,0,0.5797949735449734,-0.20117394179894185,0,3.27645,439,133.98647926872073,1
14390,5,5,7,0.546,0.91,-6.7360000000000015,0.061,0.0442,5.610000000000002e-05,0.263,0.45799999999999996,90.58,215899,0,0.4505050505050505,0.0757260101010101,0,3.598316666666667,284,78.92579400553036,0
2217,44,1,22,0.782,0.514,-8.058,0.0408,0.5670000000000001,0.00387,0.107,0.655,119.969,173250,0,0.4487179487179486,0.17051282051282052,0,2.8875,234,81.03896103896103,0
664,49,4,6,0.713,0.8390000000000001,-6.377000000000002,0.349,0.00417,0.706,0.106,0.0369,150.004,149230,0,0.4718518518518519,0.04675925925925925,1,2.4871666666666665,237,95.28915097500506,0
10966,58,5,2,0.5589999999999999,0.39299999999999996,-11.095,0.0237,0.7170000000000001,0.0,0.0532,0.669,90.105,274891,0,0.4841781874039941,0.4445093213238375,4,4.5815166666666665,311,67.8814511933821,1
2235,38,5,15,0.691,0.6890000000000001,-8.441,0.20800000000000002,0.0113,0.00143,0.217,0.171,143.039,196216,0,0.4523809523809525,-0.00900793650793652,0,3.2702666666666667,308,94.18192196355038,0
2486,66,5,0,0.4920000000000001,0.552,-12.321,0.0341,0.0151,3.74e-05,0.0723,0.655,105.62299999999999,257227,0,0.5797385620915033,-0.01870098039215687,0,4.287116666666667,546,127.35832552570295,0
5009,8,4,8,0.569,0.7909999999999999,-4.128,0.364,0.5529999999999999,6.55e-06,0.102,0.3670000000000001,156.947,289720,0,0.5057870370370371,0.015219907407407397,0,4.828666666666667,623,129.02112384371114,5
679,22,1,22,0.623,0.654,-5.675,0.0372,0.0545,0.0,0.0838,0.401,95.921,220291,0,0.6820105820105821,-0.021296296296296303,0,3.6715166666666654,331,90.15347880757723,0
8111,0,0,1,0.647,0.812,-5.934,0.0676,0.161,1.52e-06,0.213,0.529,145.053,190345,0,0.6407788851974896,0.3535179032853452,0,3.172416666666667,453,142.793348919068,1
6321,1,5,2,0.5329999999999999,0.907,-2.5,0.12300000000000001,0.023,5.96e-05,0.617,0.512,142.09799999999996,207335,0,0.4818181818181817,0.4727272727272727,2,3.4555833333333332,313,90.57805001567513,0
15278,1,0,18,0.655,0.809,-3.678,0.0334,0.0426,0.000505,0.28600000000000003,0.272,123.0,291225,0,0.4368421052631579,0.3894736842105264,4,4.85375,284,58.51146021117693,0
9991,60,3,13,0.853,0.604,-5.794,0.0511,0.0696,1.65e-06,0.135,0.86,116.0,186181,0,0.5077806122448979,0.2372448979591837,0,3.1030166666666665,272,87.65663520982271,0
13351,26,3,14,0.574,0.46,-9.689,0.18,0.764,7.36e-06,0.3720000000000001,0.466,167.857,195013,0,0.3525547399460443,0.1344958905828471,0,3.2502166666666668,245,75.37959007861015,0
6982,2,1,22,0.7090000000000001,0.542,-9.056000000000001,0.0381,0.184,0.0005,0.0852,0.474,114.955,236304,0,0.654095238095238,-0.024571428571428564,0,3.9384,280,71.09486085720089,0
12101,3,2,10,0.768,0.653,-6.272,0.0822,0.19399999999999998,0.000471,0.14,0.514,101.99600000000001,186333,0,0.5359375,0.1796875,0,3.10555,307,98.8552752330505,0
637,39,2,10,0.528,0.4270000000000001,-8.926,0.0347,0.826,0.0,0.122,0.195,141.866,189071,0,0.3982905982905983,0.1376068376068376,0,3.151183333333333,230,72.98845407280862,0
14916,50,5,2,0.74,0.7140000000000001,-6.407,0.0559,0.415,0.0,0.11699999999999999,0.816,140.042,463400,0,0.5329805996472663,0.15859788359788354,2,7.723333333333334,494,63.96201985325853,2
11461,46,3,23,0.629,0.4320000000000001,-9.531,0.131,0.248,2.08e-05,0.131,0.32299999999999995,85.68,192558,0,0.4941798941798943,0.1187169312169312,0,3.2093,258,80.39136260243667,0
12250,39,1,11,0.629,0.9009999999999999,-3.715,0.36,0.37799999999999995,0.0,0.29600000000000004,0.5429999999999999,177.162,235360,0,0.4400226757369615,0.03545918367346939,0,3.9226666666666654,662,168.76274643099933,0
4014,51,4,20,0.878,0.851,-8.971,0.23199999999999998,0.00228,0.00125,0.0509,0.40399999999999997,99.014,228667,0,0.5689640768588138,0.18109857978279026,0,3.8111166666666665,778,204.139644111306,0
7583,43,5,2,0.254,0.349,-13.283,0.0302,0.7909999999999999,0.326,0.0971,0.125,75.521,224200,0,0.4729166666666666,0.2895833333333333,0,3.736666666666667,125,33.452274754683316,0
14836,40,0,16,0.532,0.8220000000000001,-3.3089999999999997,0.0432,0.0648,0.0,0.35600000000000004,0.335,99.962,218787,0,0.4690131124913733,0.13761214630779847,5,3.64645,412,112.98660340879483,8
11298,26,3,14,0.7559999999999999,0.57,-13.267000000000001,0.0973,0.0532,0.0227,0.0559,0.767,97.92,337000,0,0.6275621118012422,0.37449534161490666,0,5.616666666666666,375,66.76557863501485,0
644,65,2,10,0.583,0.677,-10.21,0.439,0.47,0.193,0.43,0.495,176.11900000000003,226906,0,0.21954022988505748,0.10344827586206896,1,3.7817666666666665,395,104.44853816117687,0
7125,0,2,17,0.35700000000000004,0.35700000000000004,-7.597,0.0285,0.22,0.0,0.196,0.226,146.968,366027,0,0.5275925925925926,0.11205387205387203,0,6.10045,353,57.86458376021441,0
10624,26,0,18,0.716,0.8140000000000001,-5.102,0.175,0.138,0.00117,0.17600000000000002,0.361,128.1,240133,0,0.6,0.13333333333333333,0,4.0022166666666665,293,73.20942977433339,0
3436,53,0,16,0.63,0.833,-5.228,0.0657,0.0513,0.0,0.324,0.528,126.145,157619,0,0.75,-0.09375,16,2.626983333333333,446,169.77648633730703,1
13967,65,3,14,0.833,0.6809999999999999,-6.028,0.215,0.0956,0.0,0.0414,0.887,95.48,282533,0,0.569936507936508,0.12937301587301586,0,4.7088833333333335,472,100.23607861736505,0
12784,85,5,0,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.16699999999999998,0.785,116.87899999999999,216320,0,0.5149122807017544,0.12368421052631585,0,3.6053333333333333,462,128.14349112426038,0
6165,47,0,18,0.613,0.701,-3.7769999999999997,0.048,0.0309,0.0,0.419,0.28800000000000003,124.085,197590,0,0.37892857142857145,0.12785714285714286,4,3.2931666666666666,225,68.32329571334581,4
5863,13,5,2,0.782,0.7240000000000001,-8.309,0.0299,0.614,0.00704,0.11,0.963,114.052,228667,0,0.5779545454545455,0.4111363636363636,0,3.8111166666666665,230,60.349766253985045,1
8779,8,4,8,0.594,0.614,-6.091,0.0536,0.0121,0.0,0.823,0.10099999999999999,79.968,271600,0,0.4056039488966319,0.11177541970224897,2,4.526666666666666,554,122.38586156111928,3
9621,7,2,10,0.725,0.669,-6.5820000000000025,0.0351,0.0571,0.159,0.107,0.33799999999999997,125.046,224133,0,0.5504545454545454,-0.04636363636363637,3,3.73555,507,135.72298590568994,0
10053,70,2,3,0.737,0.81,-6.354,0.0896,0.077,0.0,0.0523,0.387,125.005,154448,0,0.5864814814814815,0.08574074074074074,0,2.574133333333333,229,88.96198073137886,0
11802,55,5,0,0.611,0.853,-4.9830000000000005,0.034,0.0219,0.0,0.6709999999999999,0.376,135.558,243280,0,0.5416666666666666,0.13095238095238093,10,4.054666666666667,642,158.33607365998026,0
1790,41,5,15,0.607,0.7829999999999999,-8.391,0.0505,0.0409,0.0,0.0461,0.843,138.825,125968,0,0.6704365079365079,0.11382688492063495,0,2.099466666666667,168,80.02032262161819,0
4162,24,0,16,0.7559999999999999,0.5670000000000001,-8.244,0.0487,0.00173,0.0855,0.069,0.626,121.999,245501,0,0.5197301587301586,0.0013992823040674589,0,4.091683333333333,280,68.43149315074074,0
7027,67,4,20,0.512,0.598,-4.959,0.115,0.611,0.0,0.0881,0.345,70.189,213253,0,0.5217350088183423,0.20677028218694884,0,3.5542166666666666,552,155.30848335076178,0
13500,62,3,9,0.605,0.584,-7.0429999999999975,0.19699999999999998,0.28600000000000003,0.0,0.235,0.46399999999999997,125.802,245400,0,0.5279265873015873,0.30718005952380945,0,4.09,648,158.43520782396092,2
11427,8,2,10,0.54,0.7290000000000001,-3.7089999999999996,0.0276,0.16899999999999998,0.0,0.11199999999999999,0.779,80.454,203653,0,0.3963888888888889,0.12944444444444442,5,3.394216666666667,355,104.5896696832357,0
13013,76,2,17,0.7509999999999999,0.8340000000000001,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,0,0.4729662698412698,0.1327876984126984,1,3.519333333333333,331,94.05190376965334,0
7716,24,1,11,0.629,0.527,-14.065,0.0493,0.00365,0.226,0.0885,0.649,121.495,464533,0,0.5772727272727273,0.3954545454545455,0,7.742216666666668,161,20.79507806765074,0
2116,0,1,12,0.23199999999999998,0.396,-8.247,0.0302,0.33,0.0,0.6729999999999999,0.19399999999999998,147.207,374667,0,0.5943181818181817,-0.05795454545454545,0,6.24445,169,27.06403286118073,1
6200,0,2,10,0.637,0.6779999999999999,-7.051,0.040999999999999995,0.16,0.0136,0.171,0.759,164.946,207227,0,0.450326797385621,-0.1152777777777778,0,3.453783333333333,198,57.328436931480944,0
3667,0,5,7,0.547,0.855,-8.027000000000001,0.0549,0.156,0.222,0.0822,0.807,111.25,335360,0,0.5422839506172838,0.3586419753086421,3,5.589333333333332,328,58.68320610687022,11
12946,74,5,15,0.518,0.436,-14.134,0.0349,0.0157,0.000621,0.079,0.27,80.88,236973,0,0.6,-0.29375,0,3.94955,177,44.81523211505108,0
4832,52,3,13,0.8059999999999999,0.499,-7.245,0.151,0.198,3.71e-05,0.0711,0.402,148.033,222162,0,0.6868055555555556,0.06874999999999999,4,3.7027,570,153.94171820563372,0
2183,61,4,6,0.935,0.608,-5.5829999999999975,0.233,0.102,0.0,0.0891,0.8290000000000001,96.913,255547,0,0.5186936936936934,0.1624101049101049,0,4.259116666666666,755,177.26680414953026,0
1922,34,3,14,0.851,0.75,-5.789,0.11900000000000001,0.0646,0.0,0.261,0.623,127.885,244467,0,0.5237599206349206,0.07940228174603173,0,4.07445,222,54.48588153002246,0
13738,82,4,8,0.802,0.82,-5.968999999999999,0.146,0.0579,0.0,0.149,0.613,164.005,172196,0,0.4810795685795686,-0.09157000407000412,3,2.869933333333333,942,328.2306209203465,0
1355,3,0,16,0.687,0.645,-8.38,0.19,0.0362,0.0,0.201,0.619,84.925,218480,0,0.4569566634082763,-0.07427500814597589,0,3.6413333333333333,370,101.61113145367996,0
929,73,4,20,0.823,0.563,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031,225227,0,0.4752164502164503,0.07518839185505853,0,3.7537833333333332,644,171.56024810524494,2
12027,52,3,23,0.542,0.461,-7.0710000000000015,0.0286,0.465,0.0,0.177,0.629,94.214,164560,0,0.5212962962962963,-0.02582596801346801,0,2.7426666666666666,155,56.51434127369957,0
2469,65,2,3,0.581,0.4,-8.738999999999999,0.0291,0.893,0.5760000000000001,0.161,0.433,112.331,237973,0,0.3968253968253968,0.11428571428571427,0,3.9662166666666665,230,57.98977194891858,0
5990,49,2,17,0.784,0.8420000000000001,-4.041,0.187,0.00448,2.9299999999999997e-05,0.10400000000000001,0.483,100.035,234880,0,0.5557971014492754,-0.06779891304347828,2,3.9146666666666654,532,135.8991825613079,0
4365,62,2,3,0.9059999999999999,0.8320000000000001,-3.0039999999999996,0.0718,0.0909,0.0,0.152,0.7509999999999999,104.03,159753,0,0.31837662337662354,0.06837662337662344,12,2.66255,688,258.3989033069802,3
8947,52,3,14,0.754,0.496,-7.357,0.045,0.406,2.05e-06,0.0899,0.701,89.97,249507,0,0.5085497835497835,0.2872294372294372,0,4.15845,428,102.92296408517595,0
2826,33,3,23,0.41600000000000004,0.293,-10.232000000000001,0.0755,0.7490000000000001,0.0,0.253,0.292,155.43200000000004,192907,0,0.5949328449328452,0.33040293040293034,0,3.215116666666667,200,62.20614078286428,1
3433,57,5,7,0.342,0.988,-3.339,0.163,0.0035700000000000007,0.0,0.27399999999999997,0.228,82.85700000000001,253965,0,0.4364252645502646,-0.058597883597883614,0,4.23275,364,85.99610182505462,4
12473,42,1,22,0.653,0.8340000000000001,-4.5760000000000005,0.0414,0.0151,0.00020899999999999998,0.264,0.0754,119.944,201183,0,0.4180555555555556,-0.07890625000000001,0,3.35305,221,65.9101415129509,2
2545,14,2,10,0.5770000000000001,0.8109999999999999,-5.1229999999999976,0.075,0.0394,0.0,0.11,0.6659999999999999,92.00200000000001,181421,0,0.4758503401360543,0.2377551020408163,2,3.023683333333333,432,142.8721041114314,0
14358,21,3,14,0.795,0.8170000000000001,-6.775,0.0547,0.00414,0.0,0.451,0.747,113.15,212454,0,0.08091168091168092,-0.03803418803418804,6,3.5409,443,125.10943545426304,0
13247,71,3,9,0.583,0.075,-15.843,0.0726,0.9329999999999999,1.4e-06,0.111,0.34700000000000003,108.41799999999999,207520,0,0.21428571428571427,0.11428571428571427,0,3.458666666666667,146,42.21279876638396,0
12884,66,5,2,0.32,0.62,-9.686,0.0594,0.64,6.36e-05,0.253,0.47200000000000003,86.32700000000001,448720,0,0.6722222222222223,0.1298611111111111,5,7.478666666666666,437,58.43287573542521,1
1887,50,0,16,0.784,0.595,-6.816,0.0413,0.00476,0.00727,0.059000000000000004,0.183,124.01899999999999,236287,0,0.2361111111111111,0.016666666666666663,1,3.938116666666666,365,92.68389712510631,11
4110,10,4,20,0.8590000000000001,0.653,-9.715,0.27899999999999997,0.006940000000000001,0.0,0.0973,0.629,91.90299999999999,272560,0,0.4922049751595206,-0.0741681824068188,0,4.542666666666666,663,145.9495157029645,1
12548,60,2,3,0.547,0.635,-5.569,0.13699999999999998,0.0127,5.01e-06,0.0585,0.525,113.678,245293,0,0.5096017573696143,0.040277777777777767,21,4.088216666666667,1124,274.93650450685504,0
12413,66,2,10,0.55,0.363,-7.3260000000000005,0.0336,0.534,0.0,0.128,0.28600000000000003,121.94,230293,0,0.6766666666666667,-0.17266666666666666,0,3.838216666666667,259,67.47925468859235,0
2687,63,4,8,0.38799999999999996,0.777,-5.55,0.24100000000000002,0.00575,0.0,0.28800000000000003,0.192,175.933,298133,0,0.5286398467432949,-0.034580954246902565,0,4.968883333333333,964,194.00737254849344,3
783,51,5,2,0.568,0.898,-8.833,0.0862,0.0285,0.0787,0.484,0.833,110.824,301520,0,0.5040935672514619,0.054970760233918135,0,5.025333333333333,211,41.98726452639958,0
2058,44,3,13,0.6659999999999999,0.84,-5.376,0.327,0.489,0.0,0.163,0.6970000000000001,86.66,275827,0,0.5126048218029352,0.014443967981703831,0,4.5971166666666665,780,169.67156949827248,0
5090,0,0,18,0.545,0.9009999999999999,-2.6830000000000003,0.0801,0.00945,2.84e-06,0.27,0.302,125.069,225867,0,0.6799999999999999,0.25,0,3.76445,156,41.44031664652207,0
5776,33,1,12,0.626,0.5529999999999999,-7.022,0.026000000000000002,0.27899999999999997,0.0,0.113,0.47700000000000004,109.40299999999999,202333,0,0.4445917508417508,0.2109006734006734,0,3.372216666666666,193,57.2323842378653,5
13175,54,3,14,0.711,0.505,-9.675,0.0343,0.0472,0.0,0.317,0.55,89.00399999999998,271200,0,0.5150375939849624,0.2653195488721805,1,4.52,325,71.90265486725664,2
5678,44,0,16,0.544,0.64,-6.011,0.0652,0.0102,0.000206,0.376,0.396,120.147,184960,0,0.4885714285714284,-0.1671304563492063,0,3.082666666666667,347,112.56487889273356,8
11143,40,5,7,0.479,0.937,-5.452999999999999,0.078,0.00243,0.0,0.132,0.45799999999999996,157.04399999999995,256525,0,0.4329218106995885,0.012757201646090536,0,4.275416666666667,373,87.24295877594776,0
2730,74,3,23,0.917,0.657,-5.716,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,0,0.4877579365079365,0.2949801587301588,2,2.7622166666666668,948,343.20262108330866,0
12874,56,2,3,0.784,0.779,-5.48,0.0387,0.0357,0.025,0.0245,0.45899999999999996,124.994,216714,0,0.5837719298245613,-0.015350877192982454,0,3.6119,337,93.30269387303082,0
12864,46,2,10,0.693,0.67,-5.9170000000000025,0.0518,0.0317,0.00195,0.0661,0.929,89.98,215907,0,0.436,-0.10216666666666666,2,3.59845,334,92.81774097180728,0
11334,41,0,4,0.759,0.851,-3.7960000000000003,0.158,0.0002,0.0941,0.16,0.151,125.96799999999999,177143,0,0.5,0.5,0,2.952383333333333,95,32.1773934053279,1
5903,57,4,8,0.748,0.894,-6.67,0.0748,0.0224,0.0,0.14300000000000002,0.8390000000000001,157.988,188400,0,0.5440381708238851,0.05889206692778121,5,3.14,461,146.81528662420382,3
14765,63,2,3,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,163216,0,0.5152777777777778,0.08368055555555556,8,2.720266666666667,427,156.96990491128318,0
4872,8,1,11,0.7959999999999999,0.7240000000000001,-6.516,0.154,0.0906,0.0,0.0985,0.316,96.009,214720,0,0.0,0.0,3,3.578666666666667,3,0.838301043219076,0
11423,4,4,8,0.38,0.723,-9.607999999999999,0.34,0.0774,2.52e-06,0.92,0.804,143.285,122737,0,0.4590939153439154,-0.03942625661375663,0,2.0456166666666658,305,149.09929361154337,0
9489,48,3,9,0.5489999999999999,0.639,-8.552999999999999,0.396,0.0442,0.000405,0.121,0.11599999999999999,191.921,265067,0,0.6378472222222225,-0.025520833333333336,0,4.417783333333333,380,86.01598841047735,0
5403,5,4,8,0.644,0.479,-8.352,0.177,0.16899999999999998,0.0,0.639,0.612,79.929,180680,0,0.5581481481481481,0.051896043771043766,0,3.0113333333333334,527,175.00553464688954,0
7255,34,2,10,0.5,0.69,-7.5420000000000025,0.032,0.0379,0.0135,0.10400000000000001,0.179,96.971,264742,0,0.43333333333333335,0.06666666666666668,3,4.412366666666666,130,29.462646652212342,0
14154,52,4,8,0.6829999999999999,0.664,-6.644,0.165,0.0217,0.0,0.34700000000000003,0.444,148.808,173844,0,0.3357942357942358,0.05966469716469716,1,2.8974,490,169.11713950438326,0
8786,0,3,13,0.525,0.541,-9.092,0.0299,0.49,0.011000000000000001,0.0935,0.503,139.909,286187,0,0.4976190476190476,0.04285714285714285,0,4.769783333333334,356,74.63651388777268,0
704,0,2,17,0.35,0.956,-3.737,0.0807,0.00707,0.0,0.239,0.6679999999999999,145.431,193173,0,0.4173809523809524,-0.08785714285714286,0,3.21955,377,117.0971098445435,0
12147,70,5,15,0.9420000000000001,0.6409999999999999,-10.15,0.0333,0.331,0.179,0.027999999999999997,0.966,114.443,296147,0,0.5114035087719297,0.18201754385964908,0,4.935783333333333,239,48.42189858414909,0
385,43,4,6,0.634,0.706,-7.138999999999999,0.0814,0.318,0.0,0.24600000000000002,0.214,139.985,144043,0,0.4217084639498432,-0.10995297805642633,0,2.400716666666667,353,147.03942572703988,0
3765,47,5,15,0.47600000000000003,0.963,-3.9560000000000004,0.0712,0.00124,1.04e-05,0.0664,0.38,91.99600000000001,254918,0,0.775,-0.145,4,4.248633333333333,251,59.07782110325673,0
5655,57,0,16,0.425,0.7709999999999999,-4.293,0.0629,0.0312,0.0,0.165,0.213,142.034,150528,0,0.4041666666666668,-0.09375,1,2.5088,437,174.18686224489795,2
3809,0,5,2,0.735,0.655,-8.674,0.0275,0.0888,0.000128,0.0911,0.83,126.705,191400,0,0.5333333333333333,-0.12045454545454545,0,3.19,170,53.29153605015674,1
6252,65,4,6,0.7440000000000001,0.677,-4.605,0.0873,0.18100000000000002,0.0,0.158,0.41700000000000004,155.954,135479,0,0.5106666666666666,-0.2446666666666667,1,2.2579833333333332,438,193.97840255685384,0
5592,44,2,17,0.8759999999999999,0.55,-5.7070000000000025,0.161,0.0126,2.84e-05,0.0272,0.7020000000000001,99.046,228373,0,0.4272124756335281,0.08857699805068225,18,3.806216666666667,720,189.1642181869135,4
10867,57,2,10,0.853,0.474,-10.710999999999999,0.049,0.828,0.00755,0.306,0.636,115.052,255720,0,0.6070833333333333,-0.0012500000000000067,0,4.262,224,52.557484748944155,0
12571,18,4,8,0.745,0.715,-3.3680000000000003,0.245,0.128,0.0,0.182,0.342,94.51299999999999,136032,0,0.7561930783242253,0.08574681238615661,9,2.2672,892,393.4368383909669,0
13105,40,3,9,0.579,0.848,-3.838,0.0609,0.0717,2.78e-05,0.302,0.489,155.971,139373,0,0.5025252525252525,-0.005555555555555578,0,2.3228833333333334,175,75.33740394480995,0
6561,31,3,13,0.561,0.736,-5.61,0.177,0.0118,0.0,0.23,0.44799999999999995,99.404,210760,0,0.4668918918918918,0.3324324324324324,0,3.5126666666666666,386,109.88802429303473,0
1745,0,4,6,0.627,0.64,-10.141,0.301,0.0008939999999999998,0.0,0.0942,0.882,97.226,217733,0,0.5472970949386043,-0.034134471398622336,0,3.6288833333333335,536,147.70383910569367,0
9589,49,2,3,0.7040000000000001,0.758,-3.537,0.0402,0.233,0.00144,0.0924,0.534,120.00299999999999,214907,0,0.7614163614163616,0.02759462759462761,9,3.581783333333333,939,262.1599110312833,3
13933,58,2,10,0.509,0.856,-5.091,0.0553,0.00895,0.0108,0.424,0.4270000000000001,91.02,257320,0,0.3595959595959597,-0.11224747474747476,0,4.288666666666667,226,52.6970309342453,0
4877,33,1,12,0.53,0.598,-7.178,0.0516,0.8740000000000001,0.0,0.114,0.687,74.652,181693,0,0.6111111111111109,0.2381642512077295,0,3.028216666666667,299,98.73798109998734,0
7148,52,5,15,0.552,0.934,-4.039,0.0299,0.00448,0.0212,0.258,0.863,130.001,291866,0,0.26319444444444445,-0.03402777777777779,1,4.864433333333333,172,35.35869200249429,0
8523,76,5,15,0.523,0.943,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.7659999999999999,99.60700000000001,180160,0,0.4897727272727273,0.052840909090909084,0,3.002666666666667,184,61.27886323268206,1
8325,51,4,6,0.693,0.613,-6.176,0.177,0.0144,4.69e-06,0.113,0.561,139.977,240000,0,0.5501046176046178,0.2580266955266955,0,4.0,621,155.25,0
12982,44,4,20,0.511,0.7929999999999999,-2.208,0.311,0.0431,0.0,0.0501,0.799,81.331,358573,0,0.4910741840319306,-0.12067721011382986,0,5.976216666666668,1050,175.69644117097494,9
8157,35,5,0,0.613,0.718,-6.749,0.0346,0.0484,0.00011,0.0661,0.619,138.43,231853,0,0.5249999999999999,0.2616666666666667,0,3.864216666666666,147,38.041345162667724,19
8021,22,0,1,0.65,0.915,-2.8960000000000004,0.0321,0.000264,0.0293,0.10800000000000001,0.13,128.007,298125,0,0.6,0.2425,0,4.96875,154,30.993710691823892,0
9949,8,1,11,0.7,0.7140000000000001,-6.295,0.10400000000000001,0.122,0.0,0.0428,0.45799999999999996,99.90899999999999,234308,0,0.7979938271604937,-0.3512345679012349,13,3.905133333333333,1070,273.99832698840845,28
2968,70,5,7,0.617,0.922,-3.4739999999999998,0.0744,0.00024700000000000004,0.38799999999999996,0.363,0.6,132.059,212347,0,0.5485615079365078,0.17949373759920634,0,3.5391166666666667,273,77.13789222357745,3
6771,60,3,23,0.784,0.94,-7.327000000000001,0.054000000000000006,0.0716,0.000171,0.133,0.9790000000000001,137.003,140182,0,0.3680555555555555,-0.07847222222222222,0,2.3363666666666667,334,142.95701302592343,0
12841,52,2,10,0.828,0.221,-14.332,0.0838,0.45899999999999996,0.0339,0.0891,0.2,132.994,227368,0,0.425,-0.04999999999999999,0,3.7894666666666654,100,26.388937757292148,0
10469,55,0,16,0.6609999999999999,0.7959999999999999,-5.513,0.154,0.14300000000000002,0.0,0.276,0.47200000000000003,128.07299999999998,165010,0,0.2799404761904762,0.07488095238095235,0,2.750166666666667,310,112.72044118538271,15
10839,50,2,5,0.7759999999999999,0.574,-9.882,0.0317,0.466,7.829999999999999e-05,0.131,0.41200000000000003,121.03,138843,0,0.05555555555555555,0.0,1,2.31405,172,74.32855815561463,0
5348,0,5,7,0.563,0.7959999999999999,-7.731,0.0547,0.68,0.0,0.25,0.5529999999999999,140.85,215800,0,0.4300740740740741,0.20770370370370367,1,3.5966666666666667,316,87.85912882298426,1
13437,2,3,14,0.602,0.6579999999999999,-10.798,0.35600000000000004,0.0035399999999999997,0.0129,0.337,0.6579999999999999,202.084,246533,0,0.5961742424242421,0.09822727272727268,6,4.108883333333333,627,152.59620415928092,1
12776,72,2,5,0.457,0.899,-2.591,0.132,0.0019,0.0,0.831,0.298,147.268,215510,0,0.4563223140495868,0.040578512396694216,9,3.591833333333333,1612,448.7958795415527,0
474,64,4,6,0.794,0.6609999999999999,-4.188,0.263,0.0488,0.0,0.214,0.359,99.977,145293,0,0.4619524919524919,0.3015756465756466,2,2.42155,525,216.80328715079185,2
